ASV	s.Ambulatory treatment	s.Hospitalized	index	stat	p.value	Domain	Phylum	Class	Order	Family	Genus	Species
ec8b33389a2782e690934623784e935c	1	0	1	0.32350811236700777	0.005	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	NA
dba4f83666a837ebb577c6ea8a2cae9b	1	0	1	0.20455173163566884	0.02	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	NA
cfbf2ad616fc614bbcd6045998d6e32a	1	0	1	0.9087861757639428	0.005	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	NA
518843945c20647594e579f3abbe0a9e	1	0	1	0.38536948526119846	0.005	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	NA
ed8c4ee50df3189254543248b9572ace	1	0	1	0.20519567041703082	0.03	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Jeotgalicoccus	s__Jeotgalicoccus_sp.
c8df0448d3ebbb371fec5644d58035b1	1	0	1	0.4523936437694074	0.005	d__Bacteria	p__Firmicutes	c__Bacilli	o__Staphylococcales	f__Staphylococcaceae	g__Staphylococcus	s__Staphylococcus_sciuri
8fb66785a4e6f4f56cfbede723d8aa15	1	0	1	0.5381214116184143	0.005	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Dolosigranulum	NA
18b5e17fc3b9b203df192becde899161	0	1	2	0.37739838361043776	0.005	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Aerococcaceae	g__Abiotrophia	s__uncultured_bacterium
faf9b07519a8d51cf937adb26b39458e	0	1	2	0.8038312972501812	0.005	d__Bacteria	p__Firmicutes	c__Bacilli	o__Lactobacillales	f__Carnobacteriaceae	g__Granulicatella	NA
f0a8f16101e66d337d11d19d410bbb8f	0	1	2	0.7034437870180105	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_histicola
72b7a27e8c339998c146663e2a6bdfc4	0	1	2	0.8128517600637593	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_melaninogenica
7f420ad60e1c26316b36ca0a22f4c2e0	0	1	2	0.42559453175056644	0.01	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_melaninogenica
d28108799e5c0f72ba4b065246307e74	0	1	2	0.3133275952631867	0.04	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	NA
11b4da1595aaa31a026fffa2fdca2d12	0	1	2	0.6615980002016293	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	NA
72172585150a286dac069a9f4c9e30bd	0	1	2	0.3191836915254821	0.02	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_melaninogenica
c788addaa614a25d6f5169293034b091	0	1	2	0.3889137411445208	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_salivae
eb1b689bb755b27ae3814646ab346e93	0	1	2	0.7789406454124443	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_salivae
f103a90334f484e840ed85bc570f44e4	0	1	2	0.3786061035543845	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_shahii
e2565efb40ed7ecead6dd053716036e6	1	0	1	0.22853896500020046	0.03	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_buccalis
c98bd4aee413f861fc417e09782d43cc	0	1	2	0.53687629836784	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_nanceiensis
c8844fc713af88f25040892ad22945a0	0	1	2	0.40167302309498526	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_nanceiensis
784178ab56554ea3823c61688f9a92d5	0	1	2	0.2605670500549103	0.045	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_enoeca
c4271f3b5d3f213b7797148ac5f73f17	0	1	2	0.36123105626609187	0.025	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_sp.
5557c4f7e203269153ee6ed094065746	0	1	2	0.27224685820285116	0.035	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_sp.
2f49e4c065ca0cfbab3c50d4d256dd8f	0	1	2	0.5074963888689732	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_sp.
00ccfd0c32d2848cfef6ad9607aec320	0	1	2	0.3714716664744549	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_denticola
4390ff315abc1e51208779806e7a85f7	0	1	2	0.3107687792539592	0.01	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_oulorum
4f50af054a419d022f9a0705bf32272e	0	1	2	0.3417768055193789	0.025	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Prevotella	s__Prevotella_oulorum
cbd944b14d0427c1b46c0d28d954e4fd	1	0	1	0.20262174048234083	0.045	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Alloprevotella	NA
0699f964f1dc6d1ea7ec4cbbf41532ea	0	1	2	0.3853261539549976	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Alloprevotella	s__uncultured_Bacteroidetes
9c5e0f111d2db8517d5b31e85c1008f3	0	1	2	0.3632750622976717	0.025	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Prevotellaceae	g__Alloprevotella	s__Alloprevotella_tannerae
9fe95bc2cc3cabe4f9c362fc07c24130	1	0	1	0.2723506927507379	0.02	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Porphyromonadaceae	g__Porphyromonas	s__uncultured_bacterium
68f704877b346adb76fc04aad9ae005a	0	1	2	0.43566627520452317	0.01	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Tannerella	s__Tannerella_forsythia
295d23a32b85e0236b615cbaf4c4de51	0	1	2	0.3855612369454316	0.01	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Tannerellaceae	g__Tannerella	NA
cee61a946bf908a16eaafd54bb1de175	0	1	2	0.491031074763218	0.015	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Bacteroidales	f__Paludibacteraceae	g__F0058	s__uncultured_bacterium
bdb13457f5235fa417945eb56addd285	1	0	1	0.20519567041703082	0.045	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Cytophagales	f__Hymenobacteraceae	g__Hymenobacter	s__uncultured_bacterium
d72343a12256eb04dc9a7d13843b738c	0	1	2	0.4432783924354091	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga	s__Capnocytophaga_gingivalis
f1267621407cf702dce4ca045475f156	0	1	2	0.47853303779406164	0.01	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga	s__Capnocytophaga_sputigena
bfb3fa2215778d69766ac1874d6595b3	0	1	2	0.5297415443327608	0.02	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Flavobacteriaceae	g__Capnocytophaga	s__Capnocytophaga_leadbetteri
b7f474c01965296464d4f831837a1754	1	0	1	0.3675006208092141	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Cloacibacterium	NA
14765e7ebbc9e2df70cdb5e6516abfc5	1	0	1	0.30950035671896553	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	s__Chryseobacterium_hominis
f4617ec91254b984406024ad082691a7	1	0	1	0.44721359549995793	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Flavobacteriales	f__Weeksellaceae	g__Chryseobacterium	NA
fe7d4578e5a0bc790b62279fbfbdbc3e	1	0	1	0.47309276659768495	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Sphingobacterium	s__Sphingobacterium_spiritivorum
529dcf8f88fadc8b3e2e640c23393313	1	0	1	0.7840959419967027	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Sphingobacteriales	f__Sphingobacteriaceae	g__Pedobacter	NA
e0bb56b4ae85bb51fc4f997134f27529	1	0	1	0.3824528847956899	0.005	d__Bacteria	p__Bacteroidota	c__Bacteroidia	o__Chitinophagales	f__Chitinophagaceae	g__Asinibacterium	NA
a8435f1e5b9fba8cf687a49e5251e86d	1	0	1	0.19926299973129463	0.02	d__Bacteria	p__Firmicutes	c__Clostridia	o__Oscillospirales	f__Ruminococcaceae	g__Faecalibacterium	NA
424571b4ee4ce8f3219ebb04027f85f3	1	0	1	0.20040837204338344	0.035	d__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Defluviitaleaceae	g__Defluviitaleaceae_UCG-011	s__Lachnospiraceae_bacterium
1aeaa3670a95db2ebce9c6fffcdb5e0a	1	0	1	0.29512458373498923	0.01	d__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Catonella	NA
83dfc5f70b1851eb06a4c97f209d242c	1	0	1	0.24032000851146693	0.03	d__Bacteria	p__Firmicutes	c__Clostridia	o__Lachnospirales	f__Lachnospiraceae	g__Johnsonella	NA
